(1_0)_M_S_[0] > (1_0)_V_S_[0] = 1
(1_0)_P_S_[0] > (1_0)_U_S1_B = 15
(1_0)_N_3_[0] > (1_0)_U_K_P3_1_[0] = 2
(1_0)_N_3_[0] > (1_0)_U_K_P3_3_[0] = 2
(1_0)_N_7_[0] > (1_0)_U_K_P7_1_[0] = 1
(1_0)_N_7_[0] > (1_0)_U_K_P7_3_[0] = 1
(1_0)_U_P_[1] > (1_0)_L_P_[1] = 45
(1_0)_U_P_[1] > (1_0)_L_P_[2] = 46
(1_0)_L_P_[1] > (1_0)_L_P_[2] = 46
(1_0)_V_HV_[7] > (1_1)_U_ST_[3] = 48
(1_0)_N_1_[0] > (1_1)_P_1_[0] = 1
(1_0)_N_1_[0] > (1_1)_U_K_P1_1_[0] = 1
(1_0)_N_1_[0] > (1_1)_U_K_P1_2_[0] = 1
(1_0)_N_3_[0] > (1_1)_U_K_P3_1_[0] = 2
(1_0)_N_3_[0] > (1_1)_U_K_P3_2_[0] = 2
(1_0)_N_6_[0] > (1_1)_P_6_[0] = 1
(1_0)_N_6_[0] > (1_1)_U_K_P6_1_[0] = 1
(1_0)_N_6_[0] > (1_1)_U_K_P6_2_[0] = 1
(1_0)_N_9_[0] > (1_1)_U_K_P9_1_[0] = 1
(1_0)_N_9_[0] > (1_1)_U_K_P9_2_[0] = 1
(1_0)_U_K_P1_1_[0] > (1_1)_P_1_[0] = 1
(1_0)_U_K_P1_1_[0] > (1_1)_U_K_P1_1_[0] = 1
(1_0)_U_K_P1_1_[0] > (1_1)_U_K_P1_2_[0] = 1
(1_0)_U_K_P1_3_[0] > (1_1)_P_1_[0] = 1
(1_0)_U_K_P1_3_[0] > (1_1)_U_K_P1_1_[0] = 1
(1_0)_U_K_P1_3_[0] > (1_1)_U_K_P1_2_[0] = 1
(1_0)_U_K_P3_1_[0] > (1_1)_P_3_[0] = 2
(1_0)_U_K_P3_3_[0] > (1_1)_P_3_[0] = 2
(1_0)_U_K_P6_1_[0] > (1_1)_P_6_[0] = 1
(1_0)_U_K_P6_1_[0] > (1_1)_U_K_P6_1_[0] = 1
(1_0)_U_K_P6_1_[0] > (1_1)_U_K_P6_2_[0] = 1
(1_0)_U_K_P6_3_[0] > (1_1)_P_6_[0] = 1
(1_0)_U_K_P6_3_[0] > (1_1)_U_K_P6_1_[0] = 1
(1_0)_U_K_P6_3_[0] > (1_1)_U_K_P6_2_[0] = 1
(1_0)_U_K_P6_3_[2] > (1_1)_U_K_P6_2_[4] = 18
(1_0)_U_K_P7_1_[0] > (1_1)_P_7_[0] = 1
(1_0)_U_K_P7_1_[0] > (1_1)_U_K_P7_1_[0] = 1
(1_0)_U_K_P7_1_[0] > (1_1)_U_K_P7_2_[0] = 1
(1_0)_U_K_P7_3_[0] > (1_1)_P_7_[0] = 1
(1_0)_U_K_P7_3_[0] > (1_1)_U_K_P7_1_[0] = 1
(1_0)_U_K_P7_3_[0] > (1_1)_U_K_P7_2_[0] = 1
(1_0)_U_K_P8_1_[0] > (1_1)_P_8_[0] = 1
(1_0)_U_K_P8_3_[0] > (1_1)_P_8_[0] = 1
(1_0)_U_K_P9_1_[0] > (1_1)_U_K_P9_1_[0] = 1
(1_0)_U_K_P9_1_[0] > (1_1)_U_K_P9_2_[0] = 1
(1_0)_U_K_P9_3_[0] > (1_1)_U_K_P9_1_[0] = 1
(1_0)_U_K_P9_3_[0] > (1_1)_U_K_P9_2_[0] = 1
(1_0)_L_B_[0] > (1_1)_L_B_[0] = 35
(1_0)_L_B_[6] > (1_1)_L_B_[4] = 20
(1_0)_L_B_[0] > (1_2)_L_B_[0] = 34
(1_0)_P_3_[0] > (1_3)_U_K_P3_1_[0] = 3
(1_0)_P_4_[0] > (1_3)_U_K_P4_1_[0] = 6
(1_0)_P_5_[0] > (1_3)_U_K_P5_1_[0] = 5
(1_0)_P_6_[0] > (1_3)_U_K_P6_1_[0] = 9
(1_0)_P_7_[0] > (1_3)_U_K_P7_1_[0] = 10
(1_0)_P_8_[0] > (1_3)_U_K_P8_1_[0] = 9
(1_0)_P_9_[0] > (1_3)_U_K_P9_1_[0] = 3
(1_0)_N_1_[0] > (1_3)_P_1_[0] = 1
(1_0)_N_1_[0] > (1_3)_U_K_P1_2_[0] = 5
(1_0)_N_3_[0] > (1_3)_P_3_[0] = 3
(1_0)_N_3_[0] > (1_3)_U_K_P3_2_[0] = 8
(1_0)_N_6_[0] > (1_3)_P_6_[0] = 1
(1_0)_N_6_[0] > (1_3)_U_K_P6_2_[0] = 1
(1_0)_N_7_[0] > (1_3)_U_K_P7_2_[0] = 1
(1_0)_N_8_[0] > (1_3)_U_K_P8_1_[0] = 9
(1_0)_N_9_[0] > (1_3)_U_K_P9_2_[0] = 1
(1_0)_U_K_P1_1_[0] > (1_3)_P_1_[0] = 1
(1_0)_U_K_P1_1_[0] > (1_3)_U_K_P1_2_[0] = 5
(1_0)_U_K_P1_3_[0] > (1_3)_P_1_[0] = 1
(1_0)_U_K_P1_3_[0] > (1_3)_U_K_P1_2_[0] = 5
(1_0)_U_K_P3_1_[0] > (1_3)_P_3_[0] = 1
(1_0)_U_K_P3_1_[0] > (1_3)_U_K_P3_2_[0] = 8
(1_0)_U_K_P3_3_[0] > (1_3)_P_3_[0] = 1
(1_0)_U_K_P3_3_[0] > (1_3)_U_K_P3_2_[0] = 8
(1_0)_U_K_P6_1_[0] > (1_3)_P_6_[0] = 1
(1_0)_U_K_P6_1_[0] > (1_3)_U_K_P6_2_[0] = 1
(1_0)_U_K_P6_3_[0] > (1_3)_P_6_[0] = 1
(1_0)_U_K_P6_3_[0] > (1_3)_U_K_P6_2_[0] = 1
(1_0)_U_K_P7_1_[0] > (1_3)_P_7_[0] = 1
(1_0)_U_K_P7_3_[0] > (1_3)_P_7_[0] = 1
(1_0)_U_K_P8_3_[3] > (1_3)_U_K_P8_2_[4] = 34
(1_0)_U_K_P9_1_[0] > (1_3)_U_K_P9_2_[0] = 1
(1_0)_U_K_P9_3_[0] > (1_3)_U_K_P9_2_[0] = 1
(1_0)_L_B_[0] > (1_3)_L_B_[0] = 1
(1_0)_N_1_[0] > (1_4)_U_K_P1_1_[0] = 6
(1_0)_N_3_[0] > (1_4)_U_K_P3_1_[0] = 2
(1_0)_U_K_P1_1_[0] > (1_4)_U_K_P1_1_[0] = 6
(1_0)_U_K_P1_3_[0] > (1_4)_U_K_P1_1_[0] = 6
(1_0)_U_K_P7_1_[0] > (1_4)_U_K_P7_1_[0] = 1
(1_0)_U_K_P7_3_[0] > (1_4)_U_K_P7_1_[0] = 1
(1_0)_U_K_P8_1_[0] > (1_4)_U_K_P8_1_[0] = 9
(1_0)_U_K_P8_3_[0] > (1_4)_U_K_P8_1_[0] = 9
(1_0)_L_B_[0] > (1_4)_L_B_[0] = 34
(1_0)_P_9_[0] > (1_5)_P_9_[0] = 4
(1_0)_U_K_P3_2_[0] > (1_5)_P_3_[0] = 2
(1_0)_U_K_P4_2_[0] > (1_5)_P_4_[0] = 9
(1_0)_U_K_P5_2_[0] > (1_5)_P_5_[0] = 11
(1_0)_U_K_P6_2_[0] > (1_5)_P_6_[0] = 11
(1_0)_U_K_P7_2_[0] > (1_5)_P_7_[0] = 10
(1_0)_L_B_[0] > (1_5)_L_B_[0] = 24
(1_0)_V_HV_B > (1_6)_V_HV_B = 10
(1_0)_V_T_B > (1_6)_U_S1_B = 20
(1_0)_N_1_[0] > (1_6)_U_K_P1_2_[0] = 1
(1_0)_N_3_[0] > (1_6)_U_K_P3_2_[0] = 2
(1_0)_N_6_[0] > (1_6)_U_K_P6_2_[0] = 1
(1_0)_N_7_[0] > (1_6)_U_K_P7_2_[0] = 16
(1_0)_N_9_[0] > (1_6)_U_K_P9_2_[0] = 1
(1_0)_U_T_B > (1_6)_U_S1_B = 20
(1_0)_U_K_P1_1_[0] > (1_6)_U_K_P1_2_[0] = 1
(1_0)_U_K_P1_3_[0] > (1_6)_U_K_P1_2_[0] = 1
(1_0)_U_K_P6_1_[0] > (1_6)_U_K_P6_2_[0] = 1
(1_0)_U_K_P6_3_[0] > (1_6)_U_K_P6_2_[0] = 1
(1_0)_U_K_P7_1_[0] > (1_6)_U_K_P7_2_[0] = 16
(1_0)_U_K_P7_3_[0] > (1_6)_U_K_P7_2_[0] = 16
(1_0)_U_K_P8_1_[0] > (1_6)_U_K_P8_2_[0] = 8
(1_0)_U_K_P8_3_[0] > (1_6)_U_K_P8_2_[0] = 8
(1_0)_U_K_P9_1_[0] > (1_6)_U_K_P9_2_[0] = 1
(1_0)_U_K_P9_3_[0] > (1_6)_U_K_P9_2_[0] = 1
(1_0)_L_B_[0] > (1_6)_L_B_[0] = 34
(1_0)_U_P_[1] > (2_0)_U_P_[1] = 35
(1_0)_U_P_[1] > (2_0)_L_P_[1] = 41
(1_0)_L_P_[0] > (2_0)_U_P_[1] = 44
(1_0)_L_P_[1] > (2_0)_U_P_[1] = 48
(1_0)_L_P_[1] > (2_0)_L_P_[0] = 48
(1_0)_L_P_[1] > (2_0)_L_P_[1] = 44
(1_0)_L_P_[2] > (2_0)_U_P_[1] = 41
(1_0)_L_P_[2] > (2_0)_L_P_[1] = 45
(1_0)_U_P_[1] > (3_0)_U_P_[1] = 29
(1_0)_U_P_[1] > (3_0)_L_P_[0] = 49
(1_0)_U_P_[1] > (3_0)_L_P_[2] = 40
(1_0)_L_P_[0] > (3_0)_L_P_[2] = 48
(1_0)_L_P_[1] > (3_0)_U_P_[1] = 47
(1_0)_L_P_[1] > (3_0)_L_P_[0] = 49
(1_0)_L_P_[1] > (3_0)_L_P_[2] = 44
(1_0)_L_P_[2] > (3_0)_U_P_[1] = 45
(1_0)_L_P_[2] > (3_0)_L_P_[2] = 46
(1_0)_U_P_[1] > (4_0)_U_P_[1] = 34
(1_0)_L_P_[0] > (4_0)_U_P_[1] = 49
(1_0)_L_P_[1] > (4_0)_U_P_[1] = 49
(1_0)_L_P_[2] > (4_0)_U_P_[1] = 44
(1_0)_U_P_[1] > (5_0)_U_P_[1] = 34
(1_0)_U_P_[1] > (5_0)_L_P_[1] = 30
(1_0)_L_P_[1] > (5_0)_U_P_[1] = 41
(1_0)_L_P_[1] > (5_0)_L_P_[1] = 45
(1_0)_L_P_[2] > (5_0)_U_P_[1] = 46
(1_0)_L_P_[2] > (5_0)_L_P_[1] = 44
(1_0)_U_P_[1] > (6_0)_U_P_[1] = 43
(1_0)_U_P_[1] > (6_0)_L_P_[0] = 42
(1_0)_U_P_[1] > (6_0)_L_P_[1] = 45
(1_0)_L_P_[0] > (6_0)_L_P_[0] = 44
(1_0)_L_P_[2] > (6_0)_U_P_[0] = 46
(1_0)_L_P_[2] > (6_0)_U_P_[1] = 49
(1_0)_L_P_[2] > (6_0)_L_P_[0] = 44
(1_0)_U_P_[1] > (7_0)_U_P_[1] = 34
(1_0)_U_P_[1] > (7_0)_L_P_[1] = 48
(1_0)_L_P_[0] > (7_0)_L_P_[3] = 47
(1_0)_L_P_[1] > (7_0)_U_P_[1] = 41
(1_0)_L_P_[2] > (7_0)_U_P_[1] = 46
(1_0)_U_P_[1] > (7_6)_U_K_P7_1_[3] = 33
(1_0)_U_P_[1] > (8_0)_U_P_[1] = 42
(1_0)_U_P_[1] > (8_0)_L_P_[0] = 38
(1_0)_U_P_[1] > (8_0)_L_P_[1] = 43
(1_0)_L_P_[1] > (8_0)_U_P_[1] = 49
(1_0)_L_P_[1] > (8_0)_L_P_[0] = 46
(1_0)_L_P_[1] > (8_0)_L_P_[1] = 48
(1_0)_L_P_[2] > (8_0)_L_P_[0] = 47
(1_0)_L_P_[2] > (8_0)_L_P_[1] = 44
(1_1)_P_1_[0] > (1_1)_U_K_P1_1_[0] = 2
(1_1)_P_1_[0] > (1_1)_U_K_P1_2_[0] = 2
(1_1)_P_3_[0] > (1_1)_U_K_P3_1_[0] = 2
(1_1)_P_3_[0] > (1_1)_U_K_P3_2_[0] = 2
(1_1)_P_8_[0] > (1_1)_U_K_P8_1_[0] = 1
(1_1)_P_8_[0] > (1_1)_U_K_P8_2_[0] = 1
(1_1)_P_9_[0] > (1_1)_U_K_P9_1_[0] = 1
(1_1)_P_9_[0] > (1_1)_U_K_P9_2_[0] = 1
(1_1)_V_S_[0] > (1_2)_V_S_[0] = 4
(1_1)_V_S_[1] > (1_2)_V_S_[1] = 1
(1_1)_U_S1_[0] > (1_2)_U_S1_[0] = 25
(1_1)_U_S1_[1] > (1_2)_U_S1_[1] = 40
(1_1)_U_ST_[0] > (1_2)_U_ST_[0] = 31
(1_1)_U_ST_[1] > (1_2)_U_ST_[1] = 35
(1_1)_L_B_[0] > (1_2)_L_B_[0] = 1
(1_1)_P_1_[0] > (1_3)_P_1_[0] = 2
(1_1)_P_1_[0] > (1_3)_U_K_P1_2_[0] = 6
(1_1)_P_3_[0] > (1_3)_P_3_[0] = 3
(1_1)_P_3_[0] > (1_3)_U_K_P3_2_[0] = 8
(1_1)_P_6_[0] > (1_3)_P_6_[0] = 2
(1_1)_P_7_[0] > (1_3)_U_K_P7_2_[0] = 1
(1_1)_P_8_[0] > (1_3)_P_8_[0] = 1
(1_1)_P_8_[0] > (1_3)_U_K_P8_2_[0] = 1
(1_1)_P_9_[0] > (1_3)_U_K_P9_2_[0] = 1
(1_1)_U_K_P1_1_[0] > (1_3)_U_K_P1_2_[0] = 6
(1_1)_U_K_P1_2_[0] > (1_3)_U_K_P1_2_[0] = 6
(1_1)_U_K_P3_1_[0] > (1_3)_P_3_[0] = 1
(1_1)_U_K_P3_1_[0] > (1_3)_U_K_P3_2_[0] = 8
(1_1)_U_K_P3_2_[0] > (1_3)_P_3_[0] = 1
(1_1)_U_K_P3_2_[0] > (1_3)_U_K_P3_2_[0] = 8
(1_1)_U_K_P6_1_[0] > (1_3)_P_6_[0] = 2
(1_1)_U_K_P6_2_[0] > (1_3)_P_6_[0] = 2
(1_1)_U_K_P7_1_[0] > (1_3)_U_K_P7_2_[0] = 1
(1_1)_U_K_P7_2_[0] > (1_3)_U_K_P7_2_[0] = 1
(1_1)_U_K_P9_1_[0] > (1_3)_P_9_[0] = 1
(1_1)_U_K_P9_1_[5] > (1_3)_P_9_[2] = 31
(1_1)_U_K_P9_2_[0] > (1_3)_P_9_[0] = 1
(1_1)_L_B_[0] > (1_3)_L_B_[0] = 36
(1_1)_P_1_[0] > (1_4)_U_K_P1_1_[0] = 7
(1_1)_P_3_[0] > (1_4)_U_K_P3_1_[0] = 2
(1_1)_P_6_[0] > (1_4)_U_K_P6_1_[0] = 1
(1_1)_P_8_[0] > (1_4)_U_K_P8_1_[0] = 8
(1_1)_U_K_P1_1_[0] > (1_4)_U_K_P1_1_[0] = 7
(1_1)_U_K_P1_2_[0] > (1_4)_U_K_P1_1_[0] = 7
(1_1)_U_K_P6_1_[0] > (1_4)_U_K_P6_1_[0] = 1
(1_1)_U_K_P6_2_[0] > (1_4)_U_K_P6_1_[0] = 1
(1_1)_U_K_P8_1_[0] > (1_4)_U_K_P8_1_[0] = 9
(1_1)_U_K_P8_2_[0] > (1_4)_U_K_P8_1_[0] = 9
(1_1)_U_K_P9_1_[0] > (1_4)_U_K_P9_1_[0] = 1
(1_1)_U_K_P9_2_[0] > (1_4)_U_K_P9_1_[0] = 1
(1_1)_L_B_[0] > (1_4)_L_B_[0] = 1
(1_1)_V_S_[2] > (1_5)_V_S_[2] = 13
(1_1)_U_S2_[2] > (1_5)_U_S2_[2] = 46
(1_1)_U_ST_[2] > (1_5)_U_ST_[2] = 16
(1_1)_L_B_[0] > (1_5)_L_B_[0] = 11
(1_1)_V_S_[2] > (1_6)_V_HV_[3] = 10
(1_1)_P_1_[0] > (1_6)_U_K_P1_2_[0] = 2
(1_1)_P_3_[0] > (1_6)_U_K_P3_2_[0] = 2
(1_1)_P_7_[0] > (1_6)_U_K_P7_2_[0] = 16
(1_1)_P_8_[0] > (1_6)_U_K_P8_2_[0] = 7
(1_1)_P_9_[0] > (1_6)_U_K_P9_2_[0] = 1
(1_1)_U_S2_[2] > (1_6)_U_S1_[0] = 46
(1_1)_U_K_P7_1_[0] > (1_6)_U_K_P7_2_[0] = 16
(1_1)_U_K_P7_2_[0] > (1_6)_U_K_P7_2_[0] = 16
(1_1)_U_K_P8_1_[0] > (1_6)_U_K_P8_2_[0] = 8
(1_1)_U_K_P8_2_[0] > (1_6)_U_K_P8_2_[0] = 8
(1_1)_U_ST_[2] > (1_6)_U_CH_[0] = 41
(1_1)_L_B_[0] > (1_6)_L_B_[0] = 1
(1_1)_L_B_[4] > (1_6)_L_B_[4] = 48
(1_2)_P_1_[0] > (1_2)_U_K_P1_1_[0] = 5
(1_2)_P_1_[0] > (1_2)_U_K_P1_2_[0] = 5
(1_2)_P_4_[0] > (1_2)_U_K_P4_1_[0] = 1
(1_2)_P_4_[0] > (1_2)_U_K_P4_2_[0] = 1
(1_2)_P_6_[0] > (1_2)_U_K_P6_1_[0] = 6
(1_2)_P_6_[0] > (1_2)_U_K_P6_2_[0] = 6
(1_2)_P_7_[0] > (1_2)_U_K_P7_1_[0] = 15
(1_2)_P_7_[0] > (1_2)_U_K_P7_2_[0] = 15
(1_2)_P_9_[0] > (1_2)_U_K_P9_1_[0] = 14
(1_2)_P_9_[0] > (1_2)_U_K_P9_2_[0] = 14
(1_2)_L_B_[0] > (1_3)_L_B_[0] = 35
(1_2)_P_1_[0] > (1_4)_P_1_[0] = 3
(1_2)_P_4_[0] > (1_4)_P_4_[0] = 1
(1_2)_P_4_[0] > (1_4)_U_K_P4_2_[0] = 7
(1_2)_P_6_[0] > (1_4)_U_K_P6_2_[0] = 6
(1_2)_P_7_[0] > (1_4)_P_7_[0] = 2
(1_2)_P_7_[0] > (1_4)_U_K_P7_2_[0] = 15
(1_2)_U_K_P1_1_[0] > (1_4)_P_1_[0] = 8
(1_2)_U_K_P1_1_[0] > (1_4)_U_K_P1_2_[0] = 5
(1_2)_U_K_P1_2_[0] > (1_4)_P_1_[0] = 8
(1_2)_U_K_P1_2_[0] > (1_4)_U_K_P1_2_[0] = 5
(1_2)_U_K_P1_2_[4] > (1_4)_P_1_[4] = 39
(1_2)_U_K_P4_1_[0] > (1_4)_U_K_P4_2_[0] = 6
(1_2)_U_K_P4_2_[0] > (1_4)_U_K_P4_2_[0] = 6
(1_2)_U_K_P6_1_[0] > (1_4)_U_K_P6_2_[0] = 4
(1_2)_U_K_P6_1_[5] > (1_4)_P_6_[4] = 28
(1_2)_U_K_P6_2_[0] > (1_4)_U_K_P6_2_[0] = 4
(1_2)_U_K_P7_1_[0] > (1_4)_P_7_[0] = 14
(1_2)_U_K_P7_2_[0] > (1_4)_P_7_[0] = 14
(1_2)_U_K_P9_1_[0] > (1_4)_P_9_[0] = 14
(1_2)_U_K_P9_1_[0] > (1_4)_U_K_P9_2_[0] = 14
(1_2)_U_K_P9_2_[0] > (1_4)_P_9_[0] = 14
(1_2)_U_K_P9_2_[0] > (1_4)_U_K_P9_2_[0] = 14
(1_2)_P_4_[0] > (1_5)_U_K_P4_2_[0] = 8
(1_2)_P_7_[0] > (1_5)_U_K_P7_2_[0] = 15
(1_2)_P_8_[0] > (1_5)_U_K_P8_2_[0] = 10
(1_2)_U_K_P1_1_[0] > (1_5)_U_K_P1_2_[0] = 5
(1_2)_U_K_P1_2_[0] > (1_5)_U_K_P1_2_[0] = 5
(1_2)_U_K_P1_2_[4] > (1_5)_U_K_P1_2_[1] = 47
(1_2)_U_K_P4_1_[0] > (1_5)_U_K_P4_2_[0] = 7
(1_2)_U_K_P4_2_[0] > (1_5)_U_K_P4_2_[0] = 7
(1_2)_U_K_P4_2_[4] > (1_5)_U_K_P4_2_[2] = 47
(1_2)_U_K_P6_1_[0] > (1_5)_U_K_P6_2_[0] = 6
(1_2)_U_K_P6_2_[0] > (1_5)_U_K_P6_2_[0] = 6
(1_2)_U_K_P8_1_[0] > (1_5)_U_K_P8_2_[0] = 10
(1_2)_U_K_P8_2_[0] > (1_5)_U_K_P8_2_[0] = 10
(1_2)_U_K_P9_1_[0] > (1_5)_U_K_P9_2_[0] = 14
(1_2)_U_K_P9_2_[0] > (1_5)_U_K_P9_2_[0] = 14
(1_2)_L_B_[0] > (1_5)_L_B_[0] = 10
(1_2)_V_S_[2] > (1_6)_V_HV_[4] = 4
(1_2)_P_4_[0] > (1_6)_P_4_[0] = 1
(1_2)_P_6_[0] > (1_6)_P_6_[0] = 1
(1_2)_P_6_[0] > (1_6)_U_K_P6_1_[0] = 6
(1_2)_P_7_[0] > (1_6)_P_7_[0] = 2
(1_2)_P_7_[0] > (1_6)_U_K_P7_1_[0] = 2
(1_2)_U_S2_[2] > (1_6)_U_S1_[1] = 9
(1_2)_U_K_P1_1_[0] > (1_6)_P_1_[0] = 5
(1_2)_U_K_P1_2_[0] > (1_6)_P_1_[0] = 5
(1_2)_U_K_P4_1_[0] > (1_6)_P_4_[0] = 1
(1_2)_U_K_P4_2_[0] > (1_6)_P_4_[0] = 1
(1_2)_U_K_P6_1_[0] > (1_6)_P_6_[0] = 5
(1_2)_U_K_P6_1_[0] > (1_6)_U_K_P6_1_[0] = 4
(1_2)_U_K_P6_2_[0] > (1_6)_P_6_[0] = 5
(1_2)_U_K_P6_2_[0] > (1_6)_U_K_P6_1_[0] = 4
(1_2)_U_K_P7_1_[0] > (1_6)_P_7_[0] = 15
(1_2)_U_K_P7_1_[0] > (1_6)_U_K_P7_1_[0] = 14
(1_2)_U_K_P7_2_[0] > (1_6)_P_7_[0] = 15
(1_2)_U_K_P7_2_[0] > (1_6)_U_K_P7_1_[0] = 14
(1_2)_U_K_P9_1_[0] > (1_6)_P_9_[0] = 14
(1_2)_U_K_P9_2_[0] > (1_6)_P_9_[0] = 14
(1_2)_U_ST_[2] > (1_6)_U_CH_[1] = 17
(1_2)_P_7_[0] > (7_2)_U_K_P7_1_[0] = 26
(1_2)_U_K_P7_1_[0] > (7_2)_U_K_P7_1_[0] = 11
(1_2)_U_K_P7_2_[0] > (7_2)_U_K_P7_1_[0] = 11
(1_3)_P_1_[0] > (1_3)_U_K_P1_2_[0] = 6
(1_3)_P_3_[0] > (1_3)_U_K_P3_2_[0] = 9
(1_3)_P_6_[0] > (1_3)_U_K_P6_2_[0] = 2
(1_3)_P_S_[0] > (1_3)_U_S2_B = 26
(1_3)_P_7_[0] > (1_3)_U_K_P7_2_[0] = 1
